UWI,MEDIAN_WFMP Upper A - ARITH_MEAN_DPHI_100,MEDIAN_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,MEDIAN_WFMP Upper A - GROSS,MEDIAN_WFMP Upper A - NET_DPHI>8,MEDIAN_WFMP Upper A - NET_GR>75_DPHI>8,MEDIAN_WFMP Upper A - NET_Res>30,MEDIAN_WFMP_UA_MRKR_SSTVD,VARIANCE_WFMP Upper A - ARITH_MEAN_DPHI_100,VARIANCE_WFMP Upper A - ARITH_MEAN_Resistivity_ALS,VARIANCE_WFMP Upper A - GROSS,VARIANCE_WFMP Upper A - NET_DPHI>8,VARIANCE_WFMP Upper A - NET_GR>75_DPHI>8,VARIANCE_WFMP Upper A - NET_Res>30,VARIANCE_WFMP_UA_MRKR_SSTVD
42389371200100,5.64,170.06,72.64,49.02,58.39,75.68,-7119.21,0.85,13.98,0.51,12.74,1.06,3.32,4215.11
42389371270000,9.51,78.6,117.95,64.28,88.2,116.62,-7812.88,0.02,25.74,0.02,6.97,8.08,0.86,197.96
42389371280000,9.48,77.89,116.99,59.68,88.58,115.95,-7772.15,0.02,16.41,0.01,2.81,7.06,0.57,519.91
42389371300000,8.93,82.02,136.16,94.05,83.15,135.5,-7829.49,0.01,9.02,0.04,1.14,1.4,0.02,158.7
42389371330000,9.44,77.26,116.36,55.82,88.13,115.34,-7757.78,0.01,10.17,0.02,2.09,5.55,0.37,1514.09
42389371340000,8.96,85.78,125.95,70.1,71.82,109.2,-7219.91,0.0,0.03,3.09,0.32,0.04,2.45,92.39
42389371380000,8.92,85.84,126.47,70.17,72.31,110.27,-7234.51,0.0,0.12,3.45,0.43,0.08,2.89,101.38
42389371470000,11.51,66.93,104.68,96.34,89.05,102.79,-8067.43,0.1,6.1,0.08,9.13,1.01,0.25,452.98
42389371490000,7.22,169.14,86.96,42.74,46.56,82.6,-7363.53,0.39,18.24,0.58,15.25,32.12,7.98,127.41
42389371500000,6.39,164.34,98.09,43.27,12.49,99.85,-7399.25,0.48,53.69,0.29,49.18,0.56,3.71,76.38
42389371510100,10.35,103.0,88.82,74.45,72.28,86.86,-7035.74,0.02,141.07,7.37,4.57,2.97,38.23,6168.65
42389371540000,10.5,109.35,86.14,65.5,58.41,82.87,-7657.84,0.09,21.72,3.02,4.99,6.13,0.71,462.92
42389371550000,11.48,66.47,105.71,95.29,89.63,104.72,-8037.6,0.07,4.38,0.15,4.24,1.17,0.34,515.96
42389371570000,7.65,167.59,86.4,46.18,48.2,82.38,-7369.99,0.24,19.4,0.37,9.25,25.61,7.47,139.73
42389371620000,10.32,105.06,88.57,64.27,64.86,84.45,-8009.18,0.04,46.57,1.14,5.09,1.45,1.7,513.46
42389371640000,10.3,154.17,87.65,67.83,60.93,90.49,-7048.8,0.05,49.32,4.7,14.31,9.37,18.29,997.92
42389371720000,8.93,67.76,92.23,59.52,,88.31,-7938.88,0.1,0.86,4.6,1.31,,16.05,582.46
42389371740000,10.67,133.61,85.53,68.94,62.38,87.02,-7697.11,0.02,17.43,3.75,0.51,0.16,1.44,210.42
42389371750000,10.59,111.78,85.2,72.54,65.68,82.72,-7251.44,0.02,1.15,27.96,5.63,4.72,6.12,950.05
42389371800000,10.67,118.71,85.21,72.7,65.58,83.5,-7249.11,0.02,0.99,24.98,5.48,4.4,5.01,958.03
42389371830000,10.76,125.51,86.0,73.02,65.68,84.54,-7249.46,0.02,1.13,26.3,5.91,4.56,4.98,1047.25
42389371860000,8.86,163.86,82.19,46.41,56.64,63.13,-7353.2,0.01,3.11,15.07,0.53,1.53,1.53,1.08
42389371910200,8.73,168.66,86.87,42.46,57.31,65.05,-7336.26,0.01,0.47,3.95,0.4,0.1,0.83,0.77
42389371910300,8.71,166.57,81.51,42.01,56.29,63.16,-7334.36,0.01,4.89,25.34,0.58,0.87,1.68,1.95
42389371970000,11.23,79.04,71.83,69.07,,74.93,-8086.66,0.09,14.6,1.5,4.05,,9.33,40.11
42389371990100,10.96,63.66,100.3,86.81,83.83,97.6,-8280.53,0.36,6.11,0.03,13.54,0.91,2.42,140.27
42389372000000,11.23,63.6,100.19,88.71,83.62,97.58,-8283.26,0.45,6.85,0.03,17.33,1.06,2.7,98.87
42389372070000,10.09,89.28,116.78,91.95,77.47,116.05,-7243.85,0.01,0.0,0.01,3.17,1.44,0.86,28.42
42389372090000,10.07,88.23,117.67,92.88,78.0,117.47,-7261.46,0.01,0.0,0.0,2.52,1.11,0.64,35.53
42389372130000,10.73,89.63,78.09,61.31,63.08,76.51,-8096.31,0.52,1.14,0.25,53.09,0.23,3.69,0.75
42389372160000,8.79,174.16,85.49,40.22,56.88,66.41,-7274.91,0.09,25.96,27.98,6.29,0.76,5.86,427.81
42389372180000,10.34,91.55,79.01,58.41,62.37,77.31,-8097.85,0.31,1.58,0.1,29.21,0.05,2.45,0.82
42389372240000,10.03,59.76,98.38,74.9,70.09,83.73,-7168.78,0.0,1.41,10.29,0.62,0.83,6.23,5.17
42389372250000,10.05,59.99,97.67,74.78,69.92,83.44,-7185.05,0.0,2.16,11.43,0.62,0.87,6.54,5.77
42389372320000,10.1,65.13,95.73,74.5,69.47,83.08,-7222.89,0.0,7.92,16.43,0.66,1.03,8.22,5.12
42389372330000,10.14,69.2,95.1,74.48,69.31,83.35,-7233.69,0.0,6.76,17.52,0.67,1.05,7.91,4.11
42389372340000,8.92,151.41,79.82,57.56,56.99,62.35,-7470.93,0.58,5.49,9.36,1.83,3.53,4.19,751.01
42389372350000,10.18,73.03,94.86,74.49,69.18,83.65,-7243.96,0.0,5.42,17.6,0.68,1.08,7.68,3.97
42389372360000,8.99,153.88,79.3,56.83,56.19,62.59,-7448.46,0.4,2.79,13.6,2.49,4.22,2.83,540.15
42389372390000,8.97,174.97,88.08,40.82,57.02,66.23,-7284.3,0.04,16.15,20.9,2.86,0.47,4.57,236.58
42389372430000,9.21,125.39,76.05,52.81,47.6,87.42,-6900.06,0.18,33.86,2.53,16.27,21.36,1.93,6168.48
42389372470000,4.96,192.34,100.58,27.38,24.62,96.1,-7271.96,0.1,16.55,1.75,10.26,52.0,5.82,921.29
42389372530000,8.57,176.62,83.75,41.73,57.43,69.11,-7231.6,0.28,46.77,27.21,17.68,1.43,10.87,1480.16
42389372540000,10.96,83.57,113.67,106.79,92.77,116.94,-6714.25,0.01,3.55,4.53,5.57,2.02,4.02,6.86
42389372560000,7.85,175.4,78.1,42.83,57.82,71.11,-7187.75,0.32,39.49,23.52,27.07,1.21,11.26,2074.42
42389372580000,10.4,80.65,135.04,112.49,96.85,134.56,-7436.94,0.0,1.4,1.94,2.04,4.05,0.33,1152.58
42389372640100,10.02,173.83,98.2,60.68,67.42,83.82,-7009.87,0.01,26.21,25.43,6.94,4.9,21.54,2410.87
42389372650000,10.15,190.62,102.37,55.57,64.23,83.95,-7106.72,0.1,11.97,28.26,0.33,1.28,24.4,181.93
42389372700000,7.91,190.58,103.14,49.56,47.08,98.19,-7181.04,0.09,6.01,0.45,0.62,22.3,2.35,215.16
42389372980000,10.45,135.98,92.67,74.17,49.68,96.2,-7089.32,0.0,6.98,0.38,1.22,6.19,0.75,220.03
42389373000000,10.68,129.03,90.37,75.59,50.68,94.61,-7060.36,0.0,9.51,0.28,2.43,5.8,1.31,267.38
42389373170000,11.35,76.63,101.15,75.73,,59.09,-8068.74,0.02,17.82,5.07,6.26,,2.49,476.06
42389373190000,11.34,74.04,101.7,75.28,,57.9,-8066.25,0.02,21.94,4.06,6.64,,2.65,527.84
42389373197000,11.12,68.37,97.96,70.95,,57.36,-8052.12,0.0,1.16,2.21,0.8,,0.01,0.57
42389373340000,9.18,81.31,111.26,66.77,81.07,108.94,-7916.61,0.03,23.22,0.23,3.13,2.64,0.67,325.45
42389373430000,8.96,111.54,87.02,61.12,57.23,91.64,-7607.6,1.25,52.42,10.27,45.5,0.0,10.02,80.76
42389373490000,7.75,171.44,94.8,55.11,29.21,102.11,-7285.41,0.03,65.25,39.1,10.26,22.67,0.74,342.48
42389373500000,10.87,109.36,78.9,64.73,66.76,80.92,-7072.57,0.03,20.51,2.8,0.27,0.48,7.8,3133.44
42389373510000,8.88,85.75,126.55,70.26,72.92,111.47,-7252.55,0.0,0.4,3.81,0.46,0.14,3.26,102.1
42389373700000,9.52,95.87,89.75,63.44,,85.74,-7641.45,0.22,67.87,1.63,9.65,,5.8,27.67
42389373710000,9.68,91.13,89.49,64.47,,83.8,-7646.51,0.1,73.65,1.62,4.53,,6.04,10.59
42389373720000,12.46,59.53,80.92,66.68,62.97,49.24,-6672.51,0.26,143.68,5.11,0.99,0.33,4.26,247.13
42389373880000,10.73,75.29,113.71,106.43,92.07,116.35,-6605.66,0.02,5.88,3.16,5.13,0.22,2.11,8.96
42389373890000,9.48,110.78,77.15,55.16,53.16,90.1,-6520.0,0.01,69.22,0.07,1.14,0.16,4.04,2343.19
42389373920000,10.77,77.8,112.54,105.23,91.69,115.54,-6653.26,0.02,4.74,3.42,5.7,0.7,2.78,3.55
42389374030000,-0.6,159.96,73.61,59.25,59.06,82.94,-7077.27,6.73,2.1,2.18,0.16,0.1,0.06,2019.24
42389374070000,8.91,92.17,129.73,94.42,89.0,127.45,-7762.13,0.07,19.11,7.33,4.15,10.58,0.52,1149.33
42389374380000,10.52,77.26,138.31,116.39,102.2,136.04,-7548.15,0.0,0.45,0.22,0.14,0.5,0.08,353.48
42389374410000,-19.51,186.25,76.67,55.79,64.97,72.98,-7440.93,212.15,283.67,2.28,6.98,0.72,3.73,323.57
42389374430000,10.21,143.57,95.12,72.44,49.22,97.6,-7111.47,0.0,6.33,0.52,0.58,7.42,0.43,238.67
42389374440000,10.33,139.76,93.94,73.27,49.53,96.85,-7099.76,0.0,7.33,0.42,0.93,7.08,0.58,234.1
42389374470000,9.46,76.74,122.87,93.9,80.08,127.93,-7447.52,0.01,0.25,1.11,2.84,0.12,0.13,3.26
42389374550000,9.5,78.4,124.08,92.02,78.73,125.31,-7418.1,0.01,0.15,1.41,2.94,0.17,0.16,3.35
42389374620000,10.35,83.75,130.2,109.03,91.79,132.11,-7353.11,0.0,0.08,0.81,0.81,1.24,0.17,9.41
42389374630000,10.44,84.37,129.61,109.49,92.24,131.37,-7322.44,0.0,0.08,0.89,0.97,1.4,0.24,9.53
42389374650000,10.8,155.91,107.37,80.67,72.91,112.88,-7703.19,0.04,24.78,3.93,0.38,0.03,1.22,5.19
42389374670000,10.89,157.76,107.46,81.18,72.95,113.03,-7694.19,0.04,25.83,4.5,0.32,0.05,1.38,4.21
42389374720000,11.1,161.53,107.9,82.39,72.87,112.94,-7668.23,0.05,28.49,5.41,0.22,0.06,1.74,8.8
42389374890000,-16.81,112.23,79.05,55.58,63.49,68.57,-7354.17,15.25,791.2,0.15,208.62,1.85,2.52,7148.89
42389374920000,10.24,78.13,89.66,68.34,,85.22,-7692.26,0.01,121.53,0.51,0.48,,3.88,11.75
42389374940000,10.18,77.17,89.34,67.82,,83.9,-7683.26,0.01,121.21,0.86,0.52,,5.49,85.87
42389374960000,9.16,102.87,111.13,66.89,75.49,109.94,-7832.91,0.0,7.37,0.49,3.76,0.02,0.22,135.72
42389375050100,8.65,164.05,73.97,62.01,60.53,84.61,-6882.29,0.13,36.64,0.32,0.73,0.4,1.14,1708.66
42389375060000,8.71,167.44,74.91,61.64,60.64,83.67,-6907.21,0.1,26.3,0.27,0.85,0.07,1.16,1362.05
42389375160000,10.7,133.23,79.95,69.4,66.59,92.46,-7946.84,0.0,1.01,1.65,0.25,1.19,2.63,18.72
42389375200000,10.78,158.69,98.14,79.41,73.47,108.29,-7629.56,0.0,0.8,5.38,0.29,0.2,1.15,5282.46
42389375260000,10.71,157.39,97.64,79.04,73.39,107.85,-7613.41,0.0,0.94,3.73,0.2,0.19,0.95,4585.28
42389375290000,9.44,76.16,121.83,94.63,80.69,129.05,-7461.69,0.01,0.27,0.66,2.35,0.07,0.08,2.59
42389375310000,3.73,152.01,72.09,65.3,60.91,86.3,-6878.71,4.21,29.61,1.17,1.09,0.13,0.12,16.5
42389375330000,9.42,75.61,120.74,95.42,81.3,130.16,-7475.88,0.01,0.31,0.42,2.14,0.05,0.06,3.66
42389375400000,11.03,137.04,76.52,67.06,63.5,83.26,-7952.83,0.07,5.57,0.96,0.15,2.61,8.91,57.59
42389375500000,10.24,112.18,98.65,91.08,84.25,98.1,-7911.68,0.0,162.73,3.63,0.94,0.03,1.31,694.27
42389375530000,10.99,163.18,98.07,80.19,73.99,108.9,-7620.51,0.01,0.96,6.48,0.68,0.16,1.02,5291.26
42389375580000,10.51,89.42,76.16,66.66,63.94,78.02,-7882.99,0.31,33.5,7.89,15.9,16.44,8.88,312.99
42389375600000,10.23,85.16,78.26,64.71,62.69,78.22,-7868.06,0.15,33.83,9.8,7.19,7.58,8.15,193.04
42389375700000,9.53,135.73,88.63,72.51,61.43,93.21,-7540.41,0.0,59.82,0.3,2.93,12.06,0.33,67.18
42389375770000,6.49,171.47,72.91,48.04,58.5,74.88,-7118.8,0.67,18.86,1.48,22.82,1.35,6.61,5021.51
42389375810000,9.7,74.55,121.9,81.14,89.65,118.25,-7878.88,0.03,33.0,0.73,17.27,5.53,1.15,27.02
42389375840000,6.99,172.34,73.14,46.56,58.41,73.87,-7130.86,0.42,22.83,3.66,28.65,1.41,8.95,4811.93
42389375940000,8.81,170.63,75.81,61.06,60.82,82.9,-6927.74,0.07,22.62,0.29,0.95,0.04,1.23,1274.05
42389376120100,10.53,74.22,140.23,119.36,105.96,138.3,-7498.86,0.01,1.29,0.11,0.05,0.02,0.34,12.98
42389376140000,9.41,75.02,119.67,96.47,82.03,131.47,-7491.24,0.01,0.41,0.2,1.97,0.03,0.03,5.44
42389376200000,9.95,100.85,74.94,60.39,59.78,82.51,-6397.18,0.05,123.97,0.71,3.11,3.2,19.47,1211.26
42389376350000,8.23,177.97,76.57,55.79,60.1,78.51,-7046.76,0.38,6.43,0.51,23.82,0.8,7.36,3225.66
42389376360000,8.88,181.42,77.85,58.34,60.66,79.56,-7031.16,0.15,2.06,0.02,6.17,0.31,1.97,1009.16
42389376460000,10.15,70.5,140.59,113.84,103.95,136.98,-7746.16,0.0,2.13,0.59,0.14,1.84,0.12,45.48
42389376480000,10.08,69.77,140.34,112.79,103.62,136.7,-7773.78,0.0,1.98,0.61,0.2,2.14,0.07,64.03
42389376490000,6.74,165.45,91.5,48.93,14.19,102.59,-7353.29,0.38,74.25,3.04,43.93,1.2,1.83,18.56
42389376510000,6.59,165.8,93.15,47.51,13.05,102.36,-7361.12,0.42,74.44,2.6,48.58,0.66,2.26,31.29
42389376560000,10.57,126.24,89.04,70.96,64.56,90.92,-7714.75,0.03,29.1,0.75,0.91,0.01,0.46,64.95
42389376600000,9.74,74.86,93.38,66.65,58.78,92.89,-6835.0,0.03,116.03,0.15,1.16,2.45,1.08,391.89
42389376600100,9.6,97.64,93.43,66.36,59.79,90.67,-6804.05,0.05,540.4,0.2,2.31,3.55,3.0,1593.31
42389376610000,8.93,160.0,80.12,50.27,55.64,62.55,-7378.19,0.02,2.7,26.32,1.43,3.42,2.4,61.95
42389376620000,10.75,133.64,86.49,69.79,63.31,88.78,-7702.61,0.03,18.99,3.07,0.35,0.13,0.66,219.63
42389376630000,5.86,167.82,97.56,36.55,14.9,96.5,-7408.73,1.21,100.74,4.92,111.47,0.73,13.0,651.43
42389376640000,10.85,130.01,87.61,70.51,64.1,89.88,-7714.01,0.05,21.72,1.96,0.53,0.05,0.32,358.64
42389376650000,8.99,158.21,78.6,53.32,54.92,62.39,-7403.0,0.14,1.32,24.79,1.62,4.37,2.36,346.43
42389376660000,9.02,156.3,78.85,55.48,55.54,62.48,-7426.44,0.29,1.77,18.53,3.33,4.64,2.47,491.3
42389376670000,10.66,88.11,77.3,59.92,63.56,76.91,-8095.52,0.51,0.67,2.32,55.09,0.08,4.14,0.91
42389376710000,8.4,49.4,138.94,90.01,84.38,128.22,-6372.51,0.07,1.27,0.6,50.02,32.92,27.74,392.69
42389376740000,9.27,81.74,111.94,87.82,74.18,108.18,-6125.04,0.06,1.41,4.69,34.56,1.81,9.71,295.85
42389376820000,10.8,102.11,82.29,70.83,66.74,82.41,-8088.46,0.0,6.6,2.89,0.88,0.91,5.68,3.19
42389376830000,10.5,106.37,87.79,72.53,71.43,85.84,-7074.05,0.04,86.28,5.71,3.29,1.79,23.57,4762.5
42389376840000,10.61,108.43,86.76,71.14,70.78,85.02,-7099.39,0.04,63.57,4.73,2.4,1.17,16.22,4532.99
42389376870000,10.08,82.95,106.0,74.73,71.26,92.46,-7241.69,0.02,5.6,18.31,0.25,0.31,13.23,15.3
42389376890000,10.1,85.97,106.14,74.73,71.24,93.01,-7250.64,0.02,3.62,19.84,0.27,0.38,14.33,6.97
42389376900000,10.13,88.78,105.9,74.75,71.15,93.24,-7260.62,0.03,2.03,20.11,0.23,0.44,14.31,2.08
42389376910000,10.15,92.05,105.92,74.78,71.11,93.73,-7269.6,0.03,1.14,21.12,0.22,0.51,15.22,0.94
42389376920000,10.2,95.99,105.84,74.99,71.06,94.25,-7275.29,0.03,0.25,20.62,0.2,0.53,15.02,4.6
42389376950000,9.97,85.23,120.26,94.78,79.07,121.19,-7314.64,0.01,0.09,0.01,2.15,0.85,0.42,70.66
42389377030000,9.1,51.87,81.61,57.68,48.83,51.51,-7348.23,0.0,72.02,4.18,1.85,23.28,195.62,4014.3
42389377240000,11.52,100.25,82.26,70.92,60.36,86.91,-7722.39,0.25,11.76,2.67,2.39,13.51,0.64,26.63
42389377270000,10.96,102.94,84.8,69.02,62.67,87.96,-7778.42,0.05,23.47,2.59,0.54,1.66,0.91,169.41
42389377380000,11.38,81.81,100.12,76.53,,61.84,-8072.65,0.02,11.76,5.33,5.47,,2.49,483.6
42389377440000,9.31,88.53,117.05,69.86,68.14,100.27,-7086.36,0.01,9.57,2.67,0.18,0.38,2.43,185.05
42389377440100,9.31,88.71,116.98,69.87,68.07,100.23,-7085.11,0.01,9.96,2.57,0.19,0.42,2.42,195.16
42389377460000,9.35,90.16,115.32,69.84,67.53,99.14,-7060.78,0.01,12.29,1.78,0.23,0.58,1.91,213.69
42389377530000,9.42,73.14,106.51,83.85,85.42,107.31,-6552.51,0.01,25.51,1.24,13.5,15.44,3.58,61.32
42389377540000,9.36,88.74,118.09,71.45,72.48,104.96,-7258.24,0.03,0.07,5.39,0.62,0.1,6.57,35.83
42389377560000,9.33,90.16,118.24,71.45,72.72,105.84,-7273.53,0.03,0.37,4.95,0.57,0.15,6.56,43.53
42389377570000,9.34,91.84,118.0,71.66,72.88,106.51,-7286.14,0.04,0.85,4.41,0.55,0.2,7.0,56.64
42389377580000,9.26,94.81,117.97,71.84,73.36,108.99,-7314.75,0.08,5.7,5.26,0.78,0.73,13.77,195.19
42389377630000,9.37,100.56,90.04,62.51,,87.87,-7635.68,0.44,64.31,1.77,18.82,,5.89,15.42
42389377640000,9.82,87.05,89.06,65.39,,82.07,-7651.48,0.04,80.94,1.76,2.06,,6.93,3.51
42389377650000,9.96,82.29,88.72,66.28,,80.83,-7658.9,0.01,79.51,1.63,0.67,,7.58,17.81
42389377760000,10.2,73.46,115.48,103.19,83.34,114.36,-6383.89,0.06,3.79,7.35,17.37,0.06,2.67,311.47
42389377780000,10.15,74.27,115.6,102.74,82.36,114.16,-6369.74,0.05,3.52,7.67,17.52,0.06,2.89,435.85
42389377840000,10.43,101.02,76.07,60.44,64.2,85.22,-7290.86,0.42,104.07,1.17,8.92,3.59,27.81,1627.85
42389377860000,9.26,93.14,118.34,71.62,73.19,108.21,-7301.95,0.07,3.64,6.45,0.78,0.56,13.01,150.23
42389377900000,9.58,139.75,84.72,70.87,31.31,100.71,-7210.22,0.01,16.97,22.85,0.33,29.16,0.02,96.21
42389377920000,9.84,134.54,84.59,72.69,32.98,99.92,-7195.09,0.01,9.91,17.27,0.45,23.22,0.04,147.04
42389378070000,10.94,108.85,79.09,73.07,69.07,90.24,-8077.09,0.01,0.46,1.68,0.81,0.83,1.92,1.24
42389378070100,11.05,108.14,77.29,74.0,70.08,90.55,-8075.69,0.02,7.35,4.25,1.49,1.82,1.76,8.14
42389378230000,10.3,98.5,77.67,64.54,,89.36,-7953.05,0.05,7.13,11.52,5.87,,0.25,268.64
42389378360000,10.22,81.58,136.95,107.08,97.21,134.03,-6850.06,0.1,15.53,1.63,15.72,23.12,0.53,472.0
42389378410000,10.43,104.8,88.3,73.48,71.86,86.37,-7057.22,0.03,112.76,6.47,3.72,2.26,30.41,5423.08
42389378420000,9.58,79.36,104.37,85.96,86.96,104.86,-6627.01,0.01,71.52,2.44,11.33,9.27,7.2,94.11
42389378470000,9.69,64.01,100.79,77.38,85.04,97.81,-8297.69,0.17,4.62,0.1,5.15,0.84,2.25,107.55
42389378500000,10.03,87.14,118.55,93.48,78.31,118.74,-7280.52,0.01,0.02,0.0,2.6,1.1,0.6,50.76
42389378720000,9.72,63.47,91.63,71.89,67.21,77.98,-7116.27,0.02,70.43,19.59,3.51,2.91,6.53,881.59
42389378730000,9.75,62.7,89.88,71.68,66.93,77.4,-7136.73,0.02,44.97,20.08,3.4,2.9,6.61,825.68
42389378760000,9.2,121.04,84.52,57.71,63.7,76.07,-7655.84,0.0,57.32,3.55,2.39,0.07,0.51,107.44
42389378770000,5.56,191.93,100.74,32.14,29.89,96.51,-7253.61,0.08,14.37,0.94,6.4,46.93,5.36,898.44
42389378780000,9.1,123.48,88.24,58.17,63.25,75.43,-7629.43,0.02,25.44,9.5,1.68,0.04,2.36,213.19
42389378810000,6.11,191.27,100.95,36.6,33.66,97.07,-7236.15,0.08,14.93,0.89,4.44,44.47,4.83,901.16
42389378820000,6.61,190.64,101.86,40.87,37.24,97.65,-7219.5,0.09,15.65,0.77,2.96,42.68,4.33,924.51
42389378830000,7.07,190.02,102.65,45.2,40.81,98.25,-7202.98,0.1,16.31,0.78,1.91,40.03,3.82,928.72
42389379000000,10.32,109.54,88.2,67.5,62.55,88.54,-7799.74,0.08,30.99,6.02,2.31,1.19,0.54,1445.5
42389379020000,10.13,110.77,89.07,67.14,62.85,88.8,-7814.63,0.03,32.08,5.35,1.61,0.91,0.47,1615.36
42389379030000,9.98,111.96,89.21,66.75,63.16,89.09,-7829.87,0.01,26.31,4.69,1.11,1.15,0.42,1577.01
42389379060000,9.91,112.78,89.35,66.56,63.41,89.42,-7837.41,0.01,16.72,3.02,0.69,1.12,0.42,1325.31
42389379080000,10.61,80.56,135.93,115.48,99.89,134.64,-7438.46,0.0,0.33,0.4,0.37,0.79,0.1,487.06
42389379090000,9.89,113.4,89.26,66.3,63.08,89.46,-7855.84,0.01,8.68,1.28,0.18,1.56,0.45,897.09
42389379110000,9.85,114.13,89.15,66.02,62.22,89.45,-7867.26,0.03,3.18,1.34,0.04,2.04,0.62,610.64
42389379170000,9.91,83.46,121.07,96.21,79.96,123.68,-7348.52,0.0,0.2,0.0,1.65,0.61,0.25,94.09
42389379190000,9.94,84.37,120.71,95.48,79.51,122.41,-7331.2,0.0,0.13,0.01,1.9,0.73,0.33,85.61
42389379220000,6.87,179.0,97.96,32.47,50.77,77.12,-7313.42,1.24,15.01,1.78,29.76,40.66,32.77,128.73
42389379230000,6.63,176.98,95.65,31.67,50.02,77.01,-7327.37,1.54,16.53,1.02,50.26,48.95,26.08,130.96
42389379530000,8.62,85.19,125.46,71.65,76.5,119.07,-7358.08,0.0,2.46,1.63,0.9,0.35,2.32,121.66
42389379570000,12.14,84.35,81.84,68.0,63.65,51.98,-6668.72,0.45,1532.79,8.06,2.13,0.75,242.16,592.55
42389379710000,9.25,88.03,119.1,69.94,68.82,101.9,-7114.05,0.01,6.83,3.87,0.19,0.21,3.49,212.42
42389379730000,8.8,127.06,86.63,57.44,63.02,71.36,-7607.18,0.0,19.99,6.47,1.59,0.08,4.38,270.33
42389379770000,11.4,121.82,74.67,67.13,61.95,77.02,-7919.75,0.02,45.31,1.21,0.73,0.24,0.16,21.88
42389379780000,11.42,123.1,75.43,66.6,60.68,76.92,-7925.28,0.01,43.76,0.04,0.9,0.23,0.13,12.57
42389379790000,11.3,122.79,80.42,65.25,58.52,77.38,-7935.68,0.0,21.57,8.59,1.19,0.33,0.29,160.08
42389379800000,8.81,88.64,133.34,93.82,83.21,134.93,-7760.75,0.0,0.54,1.59,0.04,0.9,0.44,369.59
42389379830000,10.19,88.32,88.7,66.13,54.2,72.3,-7586.02,0.01,7.85,0.38,2.31,13.81,24.39,80.54
42389379850000,10.34,112.2,98.68,91.88,84.32,97.6,-7927.69,0.0,175.78,3.55,1.47,0.04,1.23,773.96
42389380060000,9.89,71.94,108.33,73.63,70.78,93.7,-7033.62,0.01,31.21,2.47,1.33,0.54,1.86,25.1
42389380080000,9.85,72.1,109.24,73.48,70.92,94.08,-7059.45,0.01,27.53,3.21,1.31,0.43,2.53,23.13
42389380120000,11.88,51.41,108.64,104.26,101.08,113.55,-8025.45,0.17,7.66,7.31,3.96,1.69,2.29,397.12
42389380160100,10.96,94.91,133.11,114.55,105.73,133.1,-6815.76,0.04,5.08,4.19,4.15,0.75,0.3,98.3
42389380180000,9.78,74.17,111.18,73.21,71.2,95.23,-7112.46,0.02,19.21,5.1,1.21,0.19,4.09,18.22
42389380250000,10.78,118.58,86.17,63.46,55.98,78.66,-7983.15,0.01,14.56,52.82,1.91,1.34,1.52,332.06
42389380280000,5.56,163.08,95.29,66.05,60.57,67.93,-7660.08,5.46,87.48,2.55,0.21,0.09,12.73,2647.57
42389380300000,10.53,110.04,98.55,92.63,84.09,95.81,-7957.39,0.0,169.02,3.13,1.96,0.09,1.76,829.72
42389380310000,6.94,164.9,89.81,50.59,15.94,102.66,-7344.53,0.3,71.2,3.57,36.24,2.54,1.49,17.03
42389380340000,10.64,107.93,98.62,93.01,83.92,94.82,-7974.18,0.01,164.59,3.16,2.34,0.15,2.5,891.54
42389380420000,7.17,164.18,88.18,52.49,17.62,102.78,-7333.84,0.24,70.81,4.12,30.26,4.5,1.23,19.92
